-8.299999999999999600e-01,-1.836999999999999966e+00,1.000000000000000000e+00
-7.450009766038754311e-01,-1.730148176934997784e+00,9.666666666666666741e-01
-6.732094693608344782e-01,-1.617727069642602267e+00,9.333333333333333481e-01
-6.127077209589250062e-01,-1.500718453063208724e+00,9.000000000000000222e-01
-5.614818009297389834e-01,-1.379867714941392709e+00,8.666666666666666963e-01
-5.174414402223255216e-01,-1.255751744018448246e+00,8.333333333333333703e-01
-4.784349769579034906e-01,-1.128849487975007504e+00,8.000000000000000444e-01
-4.422629474196489996e-01,-9.996145186081809575e-01,7.666666666666667185e-01
-4.066939460413602214e-01,-8.685488864882431326e-01,7.333333333333333925e-01
-3.694864109755313653e-01,-7.362772529944685562e-01,7.000000000000000666e-01
-3.284199353272029276e-01,-6.036197553983935205e-01,6.666666666666667407e-01
-2.813395068693251844e-01,-4.716613014086229461e-01,6.333333333333334147e-01
-2.262156722140321874e-01,-3.418140293991329681e-01,6.000000000000000888e-01
-1.612229224834268171e-01,-2.158685578188107301e-01,5.666666666666667629e-01
-8.483751657306651262e-02,-9.602846083151206358e-02,5.333333333333334370e-01
4.045592306325729304e-03,1.507873557164422784e-02,5.000000000000001110e-01
1.059791516409798323e-01,1.144216791395017280e-01,4.666666666666667851e-01
1.950075113927089432e-01,1.912763973608800350e-01,5.083333333333334147e-01
2.214872799386580215e-01,2.598686164083160444e-01,5.750000000000000666e-01
2.125925962902268096e-01,3.195713400922356451e-01,6.166666666666666963e-01
2.079693593430856635e-01,3.832199343962959803e-01,5.583333333333333481e-01
2.040434112067165684e-01,4.518545762024127610e-01,5.666666666666666519e-01
2.014534969122979968e-01,5.237532988982975812e-01,5.083333333333333037e-01
2.060424277862622500e-01,5.868621150830488631e-01,4.833333333333332815e-01
2.144310017189269835e-01,6.584775773020118406e-01,4.666666666666666186e-01
2.216722900609196523e-01,7.321555176058034409e-01,4.416666666666665964e-01
2.320972683112977886e-01,8.059800531062989437e-01,4.249999999999999334e-01
2.374767479595125685e-01,8.825850834668040878e-01,3.666666666666665853e-01
2.487750559944096884e-01,9.499331493483137434e-01,3.416666666666665630e-01
2.762099574344731301e-01,9.762973842541801117e-01,3.333333333333332038e-01
2.899711155728670331e-01,1.042220659602041133e+00,3.083333333333331816e-01
2.540660354501778073e-01,1.061180022831516467e+00,3.499999999999998668e-01
2.722501877571185669e-01,1.091569003603025001e+00,3.416666666666665075e-01
2.863589916674630920e-01,1.122730324675994096e+00,3.333333333333331483e-01
2.961191975043004354e-01,1.154953384026603302e+00,3.249999999999997891e-01
3.012508798827253087e-01,1.188472780088129399e+00,3.166666666666664298e-01
3.014610660199024683e-01,1.223463101766075978e+00,3.083333333333330706e-01
3.250509598799229960e-01,1.240152520775734013e+00,2.916666666666664076e-01
2.599444749552340950e-01,1.268564788422566370e+00,3.333333333333330373e-01
2.328350376904378960e-01,1.242273510632923683e+00,3.999999999999996891e-01
1.934009278531922393e-01,1.218401465658118576e+00,4.833333333333330040e-01
1.890537612914772458e-01,1.151095373014281664e+00,5.666666666666663188e-01
1.989701917003015574e-01,1.103471393157673175e+00,6.166666666666663632e-01
2.051630553039033023e-01,1.158022021148545466e+00,6.999999999999997335e-01
2.038196686182897621e-01,1.224286329930003303e+00,7.249999999999997558e-01
1.946902384297918565e-01,1.262814808570267289e+00,8.166666666666664298e-01
2.053725904692363102e-01,1.302579167104369162e+00,8.916666666666663854e-01
1.942874641113844780e-01,1.306652685224906740e+00,9.833333333333330595e-01
2.016833735190618759e-01,1.402957447555637005e+00,1.041666666666666297e+00
1.924967843317423877e-01,1.504247403710541331e+00,1.108333333333332948e+00
2.121702828190488166e-01,1.601598826130484987e+00,1.174999999999999600e+00
3.081163865777842292e-01,1.690351056745890368e+00,1.216666666666666341e+00
4.439997678723078822e-01,1.783415148566596997e+00,1.183333333333332904e+00
6.050058529824089426e-01,1.800442405932133116e+00,1.249999999999999556e+00
